identifier,title,state,current_labels,matching_area_labels,lane,action,reason,status,error,url
MARPA-17,EXECUTION_GUIDE.md shows no-op replacement examples (24%→24%),Backlog,Improvement,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-17/execution-guidemd-shows-no-op-replacement-examples-24percent24percent
MARPA-16,EXECUTION_GUIDE.md contains hardcoded local paths (not portable),Backlog,Bug,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-16/execution-guidemd-contains-hardcoded-local-paths-not-portable
MARPA-15,V2: Zombie data — 30% of slides have stale values (PRD-002),Backlog,Content Error,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-15/v2-zombie-data-30percent-of-slides-have-stale-values-prd-002
MARPA-14,"Client concentration risk: 56% revenue from one client, no protective provisions",Backlog,Legal Handoff,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-14/client-concentration-risk-56percent-revenue-from-one-client-no
MARPA-13,Stale Path B equity split in spreadsheets (51/30/19 instead of 52/24/24),Backlog,Content Error,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-13/stale-path-b-equity-split-in-spreadsheets-513019-instead-of-522424
MARPA-12,"Stale ""Junior Pool"" references with 19% equity (deprecated terminology)",Backlog,Content Error,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-12/stale-junior-pool-references-with-19percent-equity-deprecated
MARPA-11,Partner title inconsistencies: wrong titles for Bodie and Pablo in CSVs,Backlog,Content Error,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-11/partner-title-inconsistencies-wrong-titles-for-bodie-and-pablo-in-csvs
MARPA-10,Stale equity splits (30/33/35/40%) in 5+ presentation decks,Backlog,Content Error,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-10/stale-equity-splits-30333540percent-in-5-presentation-decks
MARPA-9,Remaining $15M valuation references in delivery materials,Backlog,Content Error,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-9/remaining-dollar15m-valuation-references-in-delivery-materials
MARPA-8,"Remaining ""Founder"" title references in 8+ HTML/CSV files",Backlog,Content Error,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-8/remaining-founder-title-references-in-8-htmlcsv-files
MARPA-7,All binding legal agreements still TBD — blocking legal execution,Backlog,Legal Handoff,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-7/all-binding-legal-agreements-still-tbd-blocking-legal-execution
MARPA-6,Vesting rate: canonical 6% vs calculated ~4.6% — mathematical inconsistency,Backlog,Legal Handoff,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-6/vesting-rate-canonical-6percent-vs-calculated-46percent-mathematical
MARPA-5,Four conflicting vesting timelines found (4/10/11/15 years) — needs counsel,Backlog,Legal Handoff,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-5/four-conflicting-vesting-timelines-found-4101115-years-needs-counsel
MARPA-4,Entity type unresolved: PC vs S-Corp vs Inc — needs counsel determination,Backlog,Legal Handoff,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-4/entity-type-unresolved-pc-vs-s-corp-vs-inc-needs-counsel-determination
MARPA-3,Solo path equity: 51/49 vs 52/48 discrepancy needs resolution,Backlog,Content Error,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-3/solo-path-equity-5149-vs-5248-discrepancy-needs-resolution
MARPA-2,"canonical-truth.json: ""$17M"" listed as forbidden value but IS the correct value",Backlog,Bug,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-2/canonical-truthjson-dollar17m-listed-as-forbidden-value-but-is-the
MARPA-1,"canonical-truth.json: ""Principal & Owner"" is both correct title AND forbidden title",Backlog,Bug,,claude-code,label,no mapped area label; defaulted to claude-code,dry-run,,https://linear.app/00-command-center/issue/MARPA-1/canonical-truthjson-principal-and-owner-is-both-correct-title-and
